Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
74177.0,-0.940344113555864,0.700283442563399,0.71788355026701,-0.777723830095109,0.198619913332624,0.138121312273606,-0.0190283781500826,0.7116346536423,0.12486783869013,-0.72753106923826,-0.652998432033948,0.176899553265306,-0.963292172350804,0.282412160754299,-1.49554338236633,0.405619735596057,-0.536254587889165,0.5276551956218,0.583765105130506,-0.0821267869981657,-0.015612914060065,0.0152997933332048,-0.297602966943753,-0.787904980637552,0.0101440448950467,0.559274796617715,0.19103293659111,0.0788217468387574,1.0,0
84621.0,-0.70740157941775,0.345333233509747,2.23907403401393,-2.0631243895157,-0.380912445919876,-0.476048171585025,0.358199464038528,0.0191406894993214,1.70509593492522,-1.4119787469885,-1.32584535628109,-0.763466241372002,-1.83388426149611,-0.233668304848603,0.942121323925591,-0.139862832759626,-0.571084329501325,0.626799386535122,0.227180775621059,-0.0023490244894201,-0.118664503670094,0.0195143755866152,-0.447470564228104,-0.188841078482844,0.559147537544459,-0.746490433943558,0.178636579317654,-0.0942474942003591,1.0,0
65716.0,-1.01615178989727,1.31408312444768,2.21372135462887,0.941041813764453,-0.582860943510381,-0.739209964144252,0.546771615942195,0.0664106630438319,-0.752644586693962,-0.36119686083275,0.15200576067989,0.522006033114099,0.790897599587397,0.116774704861949,1.2788029416296,-0.162008300464759,-0.0423750619779802,-0.194353415635912,0.326490786820542,0.0176518739590243,-0.0913514800988138,-0.23456672220676,-0.0063862455398159,0.893862035031277,0.086867704091965,-0.560328605731778,-0.301409998835007,-0.206912029049022,27.95,0
87108.0,-0.442863583518452,1.30954940011734,-0.865735743625814,1.20602503378358,0.306676628665259,-1.06343116441681,0.617714035505044,-0.14415832406328,-0.124882286421653,0.271692683496149,-0.325235859965064,-0.0797391565479507,0.688668017103973,-0.741276230845271,1.99455952734315,-0.897877187141886,1.30550988790442,0.957641181112269,2.19015912283535,0.420340087459677,0.285279038224007,1.33893680483461,-0.0177601804227173,-0.0454005932155725,-0.868473359088158,0.150123065717409,0.264069763629556,0.167420366204182,29.89,0
79307.0,1.17013859348419,-0.411223487957486,0.746863156349661,-0.0677864731700539,-0.751232046687376,-0.0362315107809054,-0.523847236858861,-0.0156074669499895,0.822874508745012,-0.399057029572035,-1.05311018600636,0.753728610941572,1.52876791850643,-0.616189382461285,0.673634369553057,0.549593472052127,-0.605558218723332,-0.122288781484846,0.367266647816844,0.172558066463751,-0.0658814691795718,-0.125749359797463,-0.112019392696686,-0.3453233871004,0.218949086311532,1.04067008373312,-0.0417544433938208,0.0217778435891048,68.04,0
143449.0,2.00847824828125,-0.304291501901232,-0.37561833371761,0.389117414295174,-0.432857529979918,-0.14980566871876,-0.594147420253435,-0.0260822860022124,1.29348359599209,-0.200779800284235,-0.860394013770021,1.01720135820127,1.25139019434407,-0.438605954066205,0.39881591629968,0.0612306722368348,-0.60308842039665,0.109903560664515,-0.20776838403117,-0.138763468494884,0.191679869780452,0.848841056691072,0.1444363275657,0.786904205262984,-0.0305097127820027,-0.249010113763581,0.0458437794451105,-0.0290505005269474,0.01,0
54214.0,0.375476443745839,-2.15740797193359,-0.656775727693449,-0.0923753814169985,-1.22705702722269,-0.650378822054298,0.524853839043878,-0.440373701232832,-0.906865216090439,0.356075939667637,-0.975434313183198,0.110618862520751,0.764125572703526,0.0319905157534228,0.0019959474899656,-1.6417403668805,0.173864887216258,0.768462177740738,-0.505391004065061,0.653312713063391,-0.136585307595489,-1.00417721009552,-0.536227926046101,0.125293896701637,0.296326032296842,1.05399656290664,-0.169588697921803,0.0905537307412585,553.4,0
152177.0,-1.2555591973192,0.428305809235566,2.5633345103429,4.68595161842253,1.0147662100224,0.390360497014731,-0.699277115180686,0.25538789899955,-1.51353453345008,1.45740729609469,-1.28509164562574,-0.823425427028732,0.0636359367399377,-0.148055367649128,0.918134361198063,-0.0212488433241962,0.207031408212284,0.466770592037621,1.11817342467289,0.0545182384265098,0.191865401108077,0.729293772327273,-0.563069648825464,-0.0341647932770882,0.196699766103845,0.651192039270203,0.124839769462479,0.0547847940990672,0.0,0
123713.0,-1.19580377496984,-0.257155866920485,0.237545136372863,-2.89707105184252,1.39815422898296,-1.49762885925523,1.07821078066192,-0.134459091715323,0.434833089821876,-1.80170289044746,0.144981306079141,0.149553364346234,-1.74555489565251,0.846799566370641,-0.837660956813917,-0.805787585202199,-0.391883272570899,0.34394116658772,0.995689287809919,0.0533417003017971,0.0808298059678269,0.0101640968633437,-0.479855948154983,-0.477132440780193,1.29069466535134,-0.0782573468509917,-0.0827182121163703,0.021433449665556,44.95,0
1106.0,-0.268257931070314,0.0847274862658622,-0.128593987906794,-1.87952196099539,-0.399191260111016,-0.65129789396951,-0.385768886423435,-2.91787568839353,0.407321937717086,-2.0231542910072,0.0132865890304324,1.03682619213845,0.0251945111578723,0.914203112918567,1.29993604975188,-0.749404756565526,0.203097771517334,-0.759421279506285,-0.171185048221914,0.846587876191768,-1.14163140626535,0.506250961053353,-0.200738623620629,0.130981196220789,0.696141980366915,-0.0442912723213564,0.0595523339243116,0.271403196337722,160.0,0
